实体id,实体名称,预警指数,此次预警时间,最早预警时间,预警理由,集资模式,风险评级,业态类型,所属行业,问题平台,省份,城市,实体类别,实体来源,收益率,收益率大小所属分位点,担保承诺,煽动性广告数量,煽动性广告数所属分位点,负面舆情数量,负面舆情数所属分位点,诉讼记录数量,诉讼记录数所属分位点,经营异常数量,经营异常数所属分位点,赞成数,反对数
4708,OKEX,76.7143,2018-04-15,2018-01-31,"负面舆情多；
煽动性广告多；
",无,大,虚拟货币,无,无,辽宁,大连,工司,数据库,不详,不详,3,239,95%,20,85%,0,不详,0,不详,1,0
5322,弹个车,76.7143,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
经营异常多；
",无,不详,互联网消费金融,,无,北京,北京,工司,数据库,不详,不详,3,130,90%,13,80%,0,不详,1,85%,0,1
5584,锤子理财,76.7143,2018-04-15,2018-03-25,暂无,,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,0,40%,11,75%,0,不详,0,不详,0,0
12884,国融,76.7143,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,互联网资产管理,,,北京,朝阳,工司,数据库,不详,不详,3,126,90%,12,80%,0,不详,0,不详,0,0
13516,爱贝,76.7143,2018-04-15,2018-04-08,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,小,第三方支付,,无,广东,深圳,工司,数据库,不详,不详,3,99,85%,12,80%,1,80%,0,不详,0,1
15639,口袋喵,76.7143,2018-04-15,2018-01-30,暂无,无,小,互联网消费金融,无,无,四川,成都,工司,数据库,不详,不详,3,12,75%,11,75%,0,不详,0,不详,1,1
17057,名校贷,76.7143,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
经营异常多；
",null,小,互联网消费金融,无,无,上海,上海,工司,数据库,不详,不详,3,24,85%,24,85%,1,80%,1,85%,2,0
25027,融360,76.7143,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,202,95%,18,85%,2,85%,0,不详,0,0
625,赣商贷,76.7,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,江西,西安,平台,网贷之家,16%,70%,3,0,20%,0,不详,0,不详,0,不详,0,0
329,中兴财富,76.55,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,16%,70%,3,96,85%,0,55%,0,不详,0,不详,0,0
3324,兴业投资,76.5,2018-04-15,2018-03-18,"诉讼记录多；
煽动性广告多；
",,小,网络外汇,金融业或类金融业,平台失联,北京,北京,工司,数据库,不详,不详,3,96,90%,10,75%,6,90%,0,不详,1,0
25811,比特儿,76.5,2018-04-15,2018-01-30,"煽动性广告多；
",,大,交易所,,无,,,工司,数据库,不详,不详,3,116,90%,8,70%,0,不详,0,不详,2,0
249,恒易融,76.1429,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,12%,50%,3,44,85%,10,75%,22,95%,0,不详,0,0
295,金信网,76.1429,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
经营异常多；
",,小,交易所,,无,北京,北京,平台,网贷之家,9%,15%,3,96,90%,10,75%,1,80%,1,85%,1,0
302,图腾贷,76.1429,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
经营异常多；
",,不详,,,,广东,深圳,平台,网贷之家,12%,40%,3,133,90%,21,85%,0,不详,1,85%,0,0
939,爱钱帮,76.1429,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,互联网资产管理,,,北京,北京,平台,网贷之家,9%,15%,3,37,90%,11,75%,0,不详,1,85%,0,0
980,汇元金服,76.1429,2018-04-15,2018-03-25,暂无,,不详,,,,浙江,杭州,平台,网贷之家,11%,35%,3,13,70%,10,75%,0,不详,0,不详,0,0
1895,拉拉财富,76.1429,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,提现困难,广东,深圳,平台,网贷之家,14%,55%,3,1,60%,11,75%,0,不详,1,85%,0,0
2813,博安杰,76.1429,2018-04-15,2018-04-08,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,49,80%,18,85%,0,不详,0,不详,0,0
3880,瑞和宝,76.1429,2018-04-15,2018-01-30,"煽动性广告多；
",无,不详,第三方支付,无,无,陕西,西安,工司,数据库,不详,不详,3,133,90%,10,75%,0,不详,0,不详,0,1
19006,格上理财,76.1429,2018-04-15,2018-04-01,"诉讼记录多；
煽动性广告多；
",无,不详,互联网信托,,无,北京,朝阳,工司,数据库,不详,不详,3,6,90%,10,75%,1,80%,0,不详,0,1
22804,保网,76.1429,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
经营异常多；
",,不详,互联网保险,,无,广东,深圳,工司,数据库,不详,不详,3,100,90%,17,85%,3,85%,1,85%,0,1
23653,全民理财,76.1429,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,21,90%,10,75%,0,不详,0,不详,0,0
25362,分期乐,76.1429,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",无,不详,互联网消费金融,无,无,广东,深圳,工司,数据库,不详,不详,3,373,95%,21,85%,4,90%,0,不详,0,1
21497,福建金雅商品交易中心,76.0,2018-04-15,2018-03-18,暂无,投资贵金属,大,交易所,租赁和商务服务业,无,福建,厦门,工司,数据库,不详,不详,3,0,不详,5,60%,0,不详,0,不详,2,0
25857,聚币网,76.0,2018-04-15,2018-01-30,暂无,,大,交易所,,无,北京,北京,工司,数据库,不详,不详,3,6,75%,5,60%,0,不详,0,不详,2,0
28445,芝麻金融,75.875,2018-04-15,2018-02-25,暂无,,不详,,,,,,平台,网贷之家,13%,50%,3,1,70%,0,不详,0,不详,0,不详,0,0
69,零用贷,75.5714,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
收益率过高；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,11%,95%,3,145,90%,19,85%,0,不详,0,不详,0,0
860,农金宝互金,75.5714,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,网络借贷,,,福建,厦门,平台,网贷之家,不详,不详,3,5,80%,9,75%,0,不详,0,不详,0,0
942,中业兴融,75.5714,2018-04-15,2018-04-15,"煽动性广告多；
",,不详,互联网资产管理,,,广东,深圳,平台,网贷之家,12%,50%,3,166,90%,9,75%,0,不详,0,不详,0,0
1530,牛犇犇,75.5714,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,53,80%,11,75%,0,不详,0,不详,0,0
3345,七月感金融,75.5714,2018-04-15,2018-04-15,暂无,,不详,互联网资产管理,,,广东,惠州,工司,数据库,不详,不详,3,4,45%,11,75%,0,不详,0,不详,0,0
18772,一两理财,75.5714,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,217,90%,17,85%,0,不详,0,不详,0,0
22183,金评媒,75.5714,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络众筹,,无,北京,朝阳,工司,数据库,不详,不详,3,90,90%,23,85%,0,不详,0,不详,0,1
23068,易筹,75.5714,2018-04-15,2018-03-18,"负面舆情多；
煽动性广告多；
",无,不详,网络众筹,,无,北京,北京,工司,数据库,不详,不详,3,17,80%,13,80%,0,不详,0,不详,0,1
313,善林财富,75.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,互联网资产管理,,,上海,上海,平台,网贷之家,13%,50%,3,45,90%,12,80%,6,90%,0,不详,0,0
1096,爱鸿森,75.0,2018-04-15,2018-04-01,"负面舆情多；
煽动性广告多；
",,不详,N,,,四川,成都,平台,网贷之家,8%,5%,3,7,80%,12,80%,0,不详,0,不详,0,0
1106,银狐财富,75.0,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,11%,35%,3,211,90%,9,75%,0,不详,0,不详,0,0
1337,有喜财富,75.0,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,11%,40%,3,25,75%,9,75%,0,不详,0,不详,0,0
1918,有利网,75.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,互联网资产管理,,,北京,北京,平台,网贷之家,10%,20%,3,124,95%,22,85%,0,不详,0,不详,0,0
1928,抱财网,75.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,北京,北京,平台,网贷之家,9%,20%,3,220,90%,8,70%,0,不详,0,不详,0,0
1990,学信贷,75.0,2018-04-15,2018-01-10,"负面舆情多；
",,不详,网络借贷,,提现困难,广西,南宁,平台,网贷之家,12%,40%,3,5,65%,21,85%,0,不详,0,不详,0,0
2087,招财猫理财,75.0,2018-04-15,2018-03-18,暂无,无,不详,网络借贷,,无,浙江,杭州,平台,网贷之家,11%,30%,3,2,65%,8,70%,0,不详,0,不详,0,1
2773,巨潮金融,75.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,不详,不详,3,16,75%,8,70%,0,不详,0,不详,0,0
5856,中盈网,75.0,2018-04-15,2018-01-30,"煽动性广告多；
",,小,交易所,,无,山东,青岛,工司,数据库,不详,不详,3,104,90%,9,75%,0,不详,0,不详,2,0
9518,金利网,75.0,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,预警,辽宁,大连,工司,数据库,不详,不详,3,130,85%,8,70%,0,不详,0,不详,0,0
15111,东源,75.0,2018-04-15,2018-01-30,"煽动性广告多；
",无,不详,互联网资产管理,,无,天津,天津,工司,数据库,不详,不详,3,31,85%,8,70%,0,不详,0,不详,0,1
17617,鑫车贷,75.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,四川,成都,工司,数据库,不详,不详,3,8,90%,23,85%,0,不详,0,不详,0,0
21443,坚果金服,75.0,2018-04-15,2018-04-08,暂无,,小,互联网消费金融,金融业或类金融业,违规催收,北京,北京,工司,数据库,不详,不详,3,5,60%,8,70%,0,不详,0,不详,1,0
25650,嗨钱,75.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
",,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,13,75%,18,85%,7,90%,0,不详,0,0
27211,星火金服,75.0,2018-04-15,2018-03-25,暂无,,不详,网络借贷,,,北京,北京,工司,数据库,不详,不详,3,23,75%,8,70%,0,不详,0,不详,0,0
55,中融通贷,74.9,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,,贵州,贵阳,平台,网贷之家,15%,70%,3,3,50%,0,不详,0,不详,0,不详,0,0
969,龙城易贷,74.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,山西,太原,平台,网贷之家,15%,70%,3,8,70%,0,不详,0,不详,0,不详,0,0
1099,欧克普惠,74.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,河北,石家庄,平台,网贷之家,15%,70%,3,0,65%,0,65%,0,不详,0,不详,0,0
883,用呗金融,74.6625,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,13%,55%,3,1,75%,0,不详,0,不详,0,不详,0,0
2097,COLA贷,74.5,2018-04-15,2018-01-10,"诉讼记录多；
经营异常多；
",,不详,N,,提现困难,广东,广州,平台,网贷之家,12%,40%,3,4,35%,0,不详,2,85%,1,85%,0,0
2341,众投未来,74.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,提现困难,贵州,遵义,平台,网贷之家,12%,40%,3,0,20%,0,不详,0,不详,0,不详,0,0
2750,易米融,74.5,2018-04-15,2018-03-18,"负面舆情多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,不详,不详,3,10,65%,12,80%,0,不详,0,不详,0,0
5776,点佰趣,74.5,2018-04-15,2018-01-30,"煽动性广告多；
",null,大,第三方支付,无,无,江苏,,工司,数据库,不详,不详,3,55,85%,5,60%,0,不详,0,不详,1,0
5820,新一贷,74.5,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,,,,山东,日照,平台,网贷之家,12%,40%,3,179,90%,4,55%,0,不详,0,不详,0,0
7977,炳恒集团,74.5,2018-04-15,2018-01-30,暂无,,不详,互联网资产管理,,提现困难,上海,上海,工司,数据库,12%,40%,3,0,50%,0,不详,0,不详,0,不详,0,0
11116,马上到账,74.5,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,331,90%,3,45%,0,不详,0,不详,0,0
11617,天合,74.5,2018-04-15,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,互联网资产管理,,,广东,深圳,工司,数据库,不详,不详,3,75,90%,6,65%,0,不详,1,85%,0,0
12027,360贷款,74.5,2018-04-15,2018-03-18,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,工司,数据库,不详,不详,3,45,80%,3,45%,0,不详,0,不详,0,0
19075,金钥匙,74.5,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",null,大,网络借贷,无,提现困难,福建,厦门,平台,网贷之家,不详,不详,3,247,95%,18,85%,0,不详,0,不详,1,0
26855,中房易贷,74.5,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,良性退出,重庆,重庆,平台,网贷之家,12%,40%,3,0,20%,0,不详,24,95%,0,不详,0,0
27428,蜗牛客,74.5,2018-04-15,2018-01-30,"经营异常多；
",,不详,网络借贷,,暂停发标,湖北,武汉,平台,网贷之家,12%,40%,3,1,不详,0,不详,0,不详,1,85%,0,0
28511,亿信金融,74.5,2018-04-15,2018-03-25,暂无,,不详,,,,,,平台,网贷之家,不详,不详,3,1,35%,3,45%,0,不详,0,不详,0,0
1374,红岭创投,73.5,2018-04-15,2018-01-10,"负面舆情多；
诉讼记录多；
煽动性广告多；
经营异常多；
存在担保承诺；",,不详,金融超市,,,广东,深圳,平台,网贷之家,15%,20%,1,42,95%,47,95%,52,95%,1,85%,1,1
9984,丹阳投资,73.5,2018-04-15,2018-01-30,"收益率过高；
",无,不详,互联网资产管理,无,无,广东,深圳,工司,数据库,85%,95%,3,0,20%,0,不详,0,不详,0,不详,0,1
11412,alpha,73.0,2018-04-15,2018-02-25,"煽动性广告多；
",,大,网络外汇,,无,上海,上海,工司,数据库,16%,5%,3,987,95%,0,不详,0,不详,0,不详,1,0
236,爱上贷,72.875,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,70%,3,1,50%,2,30%,0,不详,0,不详,0,0
51,菠萝理财,72.5,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,北京,北京,平台,网贷之家,15%,65%,3,2,55%,2,30%,0,不详,0,不详,0,0
71,佳兆业金服,72.5,2018-04-15,2018-01-30,暂无,无,不详,网络借贷,无,无,广东,深圳,平台,网贷之家,15%,65%,3,2,70%,0,不详,0,不详,0,不详,0,1
213,当当金融,72.5,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,,,,浙江,宁波,平台,网贷之家,15%,65%,3,0,35%,0,不详,2,85%,0,不详,0,0
247,乐居财富,72.5,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,55%,3,33,80%,1,不详,2,85%,0,不详,0,0
326,懒虫网,72.5,2018-04-15,2018-01-31,暂无,,不详,网络借贷,,提现困难,浙江,金华,平台,网贷之家,15%,65%,3,0,55%,0,不详,0,不详,0,不详,0,0
355,稳展财富,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,金华,平台,网贷之家,15%,65%,3,4,40%,0,不详,0,不详,0,不详,0,0
367,互助金服,72.5,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,福建,厦门,平台,网贷之家,15%,65%,3,0,30%,0,不详,0,不详,0,不详,0,0
381,辉煌易贷,72.5,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,山东,济宁,平台,网贷之家,15%,65%,3,23,70%,2,30%,3,85%,0,不详,0,0
473,亿钱贷,72.5,2018-04-15,2018-01-30,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,15%,65%,3,2,80%,0,不详,0,不详,1,85%,0,0
802,360金融,72.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,上海,上海,平台,网贷之家,15%,65%,3,33,90%,1,不详,0,不详,0,不详,0,0
847,秋田财富,72.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,15%,65%,3,63,85%,0,不详,0,不详,0,不详,0,0
968,上雨创投,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,上海,上海,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
1064,方林资本,72.5,2018-04-15,2018-01-30,暂无,涉嫌诈骗,大,门户导航,金融业或类金融业,终止运营,浙江,台州,平台,网贷之家,15%,65%,3,0,50%,5,60%,0,不详,0,不详,1,0
1190,亨多财富,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,预警,广东,佛山,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
1201,聚融在线,72.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,福建,厦门,平台,网贷之家,15%,65%,3,2,80%,1,不详,0,不详,0,不详,0,0
1224,银子铺,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,浙江,杭州,平台,网贷之家,15%,65%,3,7,70%,0,不详,0,不详,0,不详,0,0
1248,鼎亨汇通,72.5,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,15%,65%,3,3,75%,0,不详,0,不详,1,85%,0,0
1276,8号金融,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,深圳,平台,网贷之家,15%,65%,3,0,20%,0,不详,0,不详,0,不详,0,0
1286,快联财富,72.5,2018-04-15,2018-01-10,暂无,,不详,,,,浙江,宁波,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
1303,即利网,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,北京,朝阳,平台,网贷之家,15%,65%,3,42,75%,0,不详,0,不详,0,不详,0,0
1392,人众金服,72.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,互联网资产管理,,,浙江,杭州,平台,网贷之家,15%,65%,3,35,80%,5,60%,0,不详,0,不详,0,0
1538,长投在线,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,65%,3,2,30%,0,不详,0,不详,0,不详,0,0
2105,泛湾天域,72.5,2018-04-15,2018-01-10,"煽动性广告多；
经营异常多；
",,不详,网络借贷,,,广西,南宁,平台,网贷之家,15%,60%,3,25,85%,0,不详,0,不详,1,85%,0,0
2214,礼德财富,72.5,2018-04-15,2018-01-10,"诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,广东,广州,平台,网贷之家,15%,65%,3,37,80%,0,45%,3,85%,0,不详,0,0
2403,安信聚贷,72.5,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,东莞,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
2424,云回通宝,72.5,2018-04-15,2018-01-10,"煽动性广告多；
",,不详,网络借贷,,,浙江,宁波,平台,网贷之家,15%,65%,3,185,85%,0,不详,0,不详,0,不详,0,0
2485,佰亿猫,72.5,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,15%,65%,3,6,70%,1,不详,0,不详,1,85%,0,0
21148,爱分钱,72.5,2018-04-15,2018-02-25,暂无,,不详,网络借贷,,停业,四川,成都,平台,网贷之家,15%,65%,3,2,45%,0,不详,0,不详,0,不详,0,0
25875,娱乐宝,72.5,2018-04-15,2018-01-30,"诉讼记录多；
煽动性广告多；
",,不详,网络众筹,,无,浙江,杭州,工司,数据库,15%,65%,3,578,95%,0,30%,100,95%,0,不详,0,1
17071,华信金融,72.0,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,不详,网络借贷,,,北京,朝阳,工司,数据库,12%,40%,3,5,50%,1,不详,3,85%,1,85%,0,0
5058,鲸亿金服,71.7857,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",null,大,互联网资产管理,null,null,上海,上海,工司,数据库,不详,不详,3,41,85%,32,90%,1,80%,0,不详,1,0
1089,好麦金融,71.75,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,浙江,杭州,平台,网贷之家,15%,65%,3,44,80%,0,不详,0,不详,0,不详,0,0
1648,1119贷,71.75,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,重庆,重庆,平台,网贷之家,15%,65%,3,3,50%,0,不详,0,不详,0,不详,0,0
5080,收款宝,71.5,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,小,第三方支付,,无,河南,郑州,工司,数据库,不详,不详,3,233,95%,19,85%,0,不详,0,不详,1,0
417,润业金融,71.25,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,广东,汕头,平台,网贷之家,11%,40%,3,0,不详,0,不详,0,不详,0,不详,0,0
2192,汉沃财富,71.0,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,广东,广州,平台,网贷之家,15%,65%,3,0,不详,0,不详,0,不详,0,不详,0,0
17712,青岛九州商品交易中心,71.0,2018-04-15,2018-01-30,"诉讼记录多；
经营异常多；
",,大,交易所,,无,山东,青岛,工司,数据库,不详,不详,3,0,30%,9,75%,26,95%,1,85%,1,0
23033,金雅商品交易中心,71.0,2018-04-15,2018-03-18,"诉讼记录多；
经营异常多；
",投资贵金属,大,交易所,租赁和商务服务业,无,福建,莆田,工司,数据库,不详,不详,3,0,20%,10,75%,1,80%,1,85%,2,0
1304,盈金所,70.925,2018-04-15,2018-01-10,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,65%,3,0,35%,0,不详,0,不详,0,不详,0,0
1482,卓信财富,70.3333,2018-04-15,2018-04-01,"经营异常多；
",,不详,互联网资产管理,,提现困难,山东,滨州,平台,网贷之家,10%,20%,3,1,20%,0,不详,0,不详,1,85%,0,0
27627,寻钱网,70.3333,2018-04-15,2018-04-01,"诉讼记录多；
",,不详,门户导航,,停业,浙江,温州,平台,网贷之家,10%,20%,3,0,不详,0,不详,1,80%,0,不详,0,1
28510,一起金融,70.3333,2018-04-15,2018-02-25,暂无,,不详,,,,,,平台,网贷之家,10%,20%,3,1,70%,2,30%,0,不详,0,不详,0,0
469,178网贷,70.25,2018-04-15,2018-01-30,"诉讼记录多；
",,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,65%,3,14,70%,0,不详,10,90%,0,不详,0,0
1461,徽商贷,70.25,2018-04-15,2018-01-10,"诉讼记录多；
",,不详,网络借贷,,,安徽,铜陵,平台,网贷之家,15%,65%,3,0,不详,0,不详,5,90%,0,不详,0,0
19,橙旗贷,70.0,2018-04-15,2018-01-30,"负面舆情多；
",,不详,网络借贷,,提现困难,上海,上海,平台,网贷之家,10%,20%,3,1,70%,16,80%,0,不详,0,不详,0,0
257,昌和财富,70.0,2018-04-15,2018-03-18,"负面舆情多；
",,不详,网络借贷,,提现困难,浙江,台州,平台,网贷之家,不详,不详,3,0,55%,14,80%,0,不详,0,不详,0,0
277,你我贷,70.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",无,小,网络借贷,无,无,上海,上海,平台,网贷之家,10%,30%,3,254,95%,38,90%,4,90%,0,不详,1,0
479,利魔方,70.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,提现困难,北京,北京,平台,网贷之家,12%,40%,3,68,80%,80,95%,0,不详,0,不详,0,0
917,万盈金融,70.0,2018-04-15,2018-01-10,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,11%,35%,3,225,90%,20,85%,0,不详,0,不详,0,0
989,91投,70.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
",,不详,网络借贷,,提现困难,上海,上海,平台,网贷之家,9%,10%,3,26,75%,40,90%,1,80%,0,不详,0,0
993,e周行,70.0,2018-04-15,2018-01-31,"煽动性广告多；
",,不详,网络借贷,,,天津,天津,平台,网贷之家,不详,不详,3,309,90%,7,70%,0,不详,0,不详,0,0
1000,种子拼图,70.0,2018-04-15,2018-01-10,"负面舆情多；
诉讼记录多；
经营异常多；
",无,小,网络借贷,无,预警,广东,佛山,平台,网贷之家,12%,40%,3,1,不详,12,80%,1,80%,1,85%,1,0
1094,国金宝,70.0,2018-04-15,2018-01-30,"负面舆情多；
诉讼记录多；
煽动性广告多；
",,不详,网络借贷,,,上海,,平台,网贷之家,10%,70%,3,361,95%,55,95%,1,80%,0,不详,0,0
2638,浙东贷,70.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,提现困难,江西,,平台,网贷之家,不详,不详,3,0,70%,7,70%,0,不详,0,不详,0,0
13696,环球汇,70.0,2018-04-15,2018-03-18,暂无,,不详,第三方支付,,无,内蒙古,通辽,工司,数据库,不详,不详,3,15,75%,8,70%,0,不详,0,不详,0,1
15434,华人文化产权交易中心,70.0,2018-04-15,2018-04-01,"诉讼记录多；
经营异常多；
",,小,交易所,,无,湖南,长沙,工司,数据库,不详,不详,3,0,20%,7,70%,4,90%,1,85%,1,0
16519,金盛贵金属,70.0,2018-04-15,2018-02-25,"煽动性广告多；
",,不详,交易所,,无,hk,,工司,数据库,11%,35%,3,320,90%,7,70%,0,不详,0,不详,0,1
22179,小花钱包,70.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
",,不详,网络借贷,,,广东,深圳,工司,数据库,不详,不详,3,16,80%,22,85%,0,不详,0,不详,0,0
23318,麦子金服,70.0,2018-04-15,2018-01-30,"负面舆情多；
煽动性广告多；
经营异常多；
",无,大,互联网资产管理,无,无,上海,上海,工司,数据库,不详,不详,3,71,90%,47,95%,0,不详,1,85%,1,0
25156,快贷网,70.0,2018-04-15,2018-04-15,暂无,,不详,网络借贷,,,四川,成都,工司,数据库,不详,不详,3,20,70%,7,70%,0,不详,0,不详,0,0
25978,九牛,70.0,2018-04-15,2018-04-08,"煽动性广告多；
",,不详,催收,,无,上海,上海,工司,数据库,不详,不详,3,79,85%,7,70%,0,不详,0,不详,0,1
26934,拍来贷,70.0,2018-04-15,2018-03-18,暂无,,不详,网络借贷,,,上海,上海,工司,数据库,不详,不详,3,2,45%,7,70%,0,不详,0,不详,0,0
2520,花生米富,69.65,2018-04-15,2018-01-10,"煽动性广告多；
",无,小,网络借贷,无,无,北京,北京,平台,网贷之家,15%,75%,3,179,90%,0,45%,0,不详,0,不详,1,0
2426,中盈贷,69.5,2018-04-15,2018-01-10,"经营异常多；
",,不详,网络借贷,,,广东,深圳,平台,网贷之家,15%,65%,3,0,50%,0,不详,0,不详,1,85%,0,0
34,简易贷,69.425,2018-04-15,2018-01-30,"煽动性广告多；
",,不详,网络借贷,,,广东,广州,平台,网贷之家,15%,60%,3,26,80%,2,30%,0,不详,0,不详,0,0
119,平凡金融,68.75,2018-04-15,2018-01-30,暂无,,不详,网络借贷,,,湖北,武汉,平台,网贷之家,15%,60%,3,2,65%,0,不详,0,不详,0,不详,0,0
184,搜搜金融网,68.75,2018-04-15,2018-01-30,"经营异常多；
",,不详,,,,福建,福州,平台,网贷之家,15%,60%,3,0,35%,0,不详,0,不详,1,85%,0,0
